tenure,monthly_charges,total_charges,contract_type,tech_support,internet_service,payment_method,num_support_calls,senior_citizen,paperless_billing,churn
8,68.82,529.96,Month-to-month,No,No,Credit card,0,0,Yes,0
3,33.32,99.66,Two year,No,DSL,Mailed check,1,0,No,1
16,46.13,702.87,Month-to-month,Yes,Fiber optic,Credit card,0,0,Yes,1
30,61.91,1706.38,One year,Yes,Fiber optic,Bank transfer,4,0,Yes,0
23,79.93,1713.51,Month-to-month,Yes,DSL,Mailed check,1,0,Yes,1
5,71.37,350.55,Two year,Yes,Fiber optic,Mailed check,1,0,No,0
65,48.82,2967.56,Month-to-month,No,DSL,Electronic check,0,0,Yes,1
30,20.65,602.37,Month-to-month,Yes,DSL,Mailed check,3,0,Yes,1
21,69.62,1429.47,One year,No,DSL,Electronic check,3,0,Yes,1
70,48.56,3229.64,Two year,No,No,Electronic check,2,0,No,1
22,93.46,2011.55,Month-to-month,No,Fiber optic,Mailed check,1,0,Yes,1
32,22.39,667.54,Month-to-month,No,Fiber optic,Electronic check,3,0,No,1
33,78.48,2464.53,One year,No,DSL,Electronic check,2,0,Yes,1
16,114.15,1769.15,Two year,Yes,Fiber optic,Mailed check,3,0,Yes,0
38,37.44,1304.36,Two year,Yes,Fiber optic,Bank transfer,2,0,No,0
14,67.16,871.94,Two year,No,No,Credit card,0,0,Yes,0
36,29.14,1012.54,Month-to-month,Yes,Fiber optic,Electronic check,2,1,Yes,0
23,82.57,1833.66,Month-to-month,No,Fiber optic,Electronic check,2,0,Yes,1
66,75.05,4702.32,One year,No,DSL,Mailed check,2,0,No,0
2,60.74,119.0,Two year,No,Fiber optic,Credit card,3,0,Yes,1
65,72.14,4446.23,Month-to-month,No,Fiber optic,Credit card,1,0,Yes,0
67,109.66,7260.02,Month-to-month,No,No,Electronic check,1,0,No,0
52,39.63,2006.34,One year,No,DSL,Mailed check,1,0,Yes,0
62,22.26,1285.54,Month-to-month,No,DSL,Bank transfer,2,0,Yes,0
23,106.17,2294.24,Month-to-month,No,Fiber optic,Credit card,2,1,Yes,1
26,77.71,1953.32,Month-to-month,No,DSL,Bank transfer,1,0,No,1
68,109.07,7338.48,One year,No,DSL,Mailed check,0,1,Yes,0
55,79.69,4022.98,One year,No,No,Bank transfer,2,0,No,1
6,101.02,576.7,Month-to-month,No,Fiber optic,Mailed check,0,0,No,1
35,62.97,2009.73,One year,No,No,Electronic check,0,0,Yes,1
22,94.99,1939.2,One year,No,No,Bank transfer,2,0,No,0
43,111.3,4635.61,Month-to-month,Yes,DSL,Electronic check,0,0,Yes,0
15,77.21,1051.34,One year,No,Fiber optic,Electronic check,0,1,Yes,0
60,38.08,2207.66,Month-to-month,Yes,DSL,Mailed check,1,0,No,0
12,46.88,556.98,Month-to-month,No,No,Bank transfer,1,0,Yes,1
49,39.86,1947.16,Month-to-month,No,Fiber optic,Credit card,3,0,Yes,1
42,44.69,1729.94,Month-to-month,No,Fiber optic,Bank transfer,0,0,Yes,0
38,50.64,1876.0,Month-to-month,Yes,DSL,Credit card,3,0,Yes,0
45,75.51,3372.93,Two year,No,Fiber optic,Electronic check,1,0,Yes,0
35,78.8,2507.4,One year,No,DSL,Electronic check,2,0,No,1
30,62.65,1769.37,One year,Yes,Fiber optic,Mailed check,0,0,No,0
30,81.54,2426.49,Month-to-month,Yes,Fiber optic,Credit card,1,0,Yes,1
6,28.16,155.49,Month-to-month,No,No,Bank transfer,1,1,Yes,1
67,28.78,1915.49,Month-to-month,No,DSL,Mailed check,1,1,Yes,0
7,37.18,247.95,Month-to-month,Yes,Fiber optic,Mailed check,6,0,Yes,1
52,71.81,3398.01,Month-to-month,No,No,Mailed check,2,0,Yes,1
14,41.4,547.71,One year,No,DSL,Bank transfer,1,1,Yes,0
15,48.33,676.11,Two year,No,No,Mailed check,2,0,Yes,0
21,60.03,1170.14,Month-to-month,No,DSL,Bank transfer,4,0,Yes,1
35,101.19,3379.26,Month-to-month,No,Fiber optic,Mailed check,1,0,No,0
66,21.39,1338.84,One year,No,Fiber optic,Credit card,1,0,Yes,1
2,84.94,161.08,Month-to-month,No,Fiber optic,Electronic check,2,0,No,0
35,86.89,2763.84,Two year,Yes,No,Credit card,1,0,No,0
20,99.87,1957.92,One year,Yes,DSL,Credit card,1,1,No,0
10,113.28,1074.06,Two year,No,DSL,Mailed check,1,0,No,0
25,22.01,540.4,Month-to-month,No,Fiber optic,Credit card,0,0,No,1
66,35.38,2294.12,One year,No,No,Credit card,1,1,Yes,1
25,108.62,2530.07,Month-to-month,No,DSL,Credit card,1,0,Yes,0
54,65.85,3201.86,One year,No,No,Mailed check,0,0,No,0
33,76.46,2500.79,Month-to-month,No,Fiber optic,Bank transfer,3,0,No,1
36,86.3,3032.45,Month-to-month,Yes,DSL,Electronic check,2,0,Yes,0
14,87.91,1120.87,Month-to-month,No,Fiber optic,Electronic check,4,0,No,1
65,113.17,7136.64,Month-to-month,Yes,DSL,Bank transfer,0,0,Yes,0
54,119.69,5829.88,Two year,No,Fiber optic,Bank transfer,0,0,Yes,0
52,92.02,4319.82,One year,Yes,DSL,Credit card,2,0,Yes,0
3,48.72,139.23,One year,No,Fiber optic,Electronic check,1,0,No,0
41,107.98,4026.98,Month-to-month,Yes,Fiber optic,Bank transfer,2,0,No,1
6,24.92,148.99,One year,Yes,Fiber optic,Credit card,0,0,No,0
25,43.11,1066.31,Month-to-month,Yes,Fiber optic,Electronic check,2,0,No,1
13,109.74,1376.66,Two year,No,Fiber optic,Mailed check,0,0,Yes,0
8,45.62,330.79,Two year,No,DSL,Mailed check,2,0,No,0
21,42.07,823.82,Month-to-month,No,Fiber optic,Electronic check,2,0,Yes,0
68,33.81,2154.63,Two year,No,No,Electronic check,1,0,No,0
25,105.91,2510.3,Month-to-month,No,No,Mailed check,0,0,Yes,0
68,70.01,4365.02,Month-to-month,No,DSL,Mailed check,0,1,Yes,0
45,87.49,3770.71,Month-to-month,No,DSL,Electronic check,2,0,No,1
60,43.91,2485.95,Month-to-month,Yes,No,Credit card,2,0,No,0
12,95.8,1143.54,One year,Yes,Fiber optic,Bank transfer,4,0,Yes,0
32,96.0,3052.4,Month-to-month,No,Fiber optic,Bank transfer,1,0,No,0
13,51.26,637.42,Month-to-month,No,Fiber optic,Electronic check,2,1,Yes,1
31,61.07,1825.84,One year,No,DSL,Bank transfer,2,0,Yes,0
20,40.97,748.75,One year,No,Fiber optic,Mailed check,0,1,No,0
18,117.66,1953.39,Two year,Yes,No,Mailed check,2,0,Yes,1
60,84.56,5023.23,One year,No,Fiber optic,Bank transfer,0,0,No,0
63,113.45,6932.33,One year,No,DSL,Electronic check,1,0,Yes,0
6,50.34,277.56,Month-to-month,No,DSL,Mailed check,0,0,Yes,0
32,98.19,3007.04,Month-to-month,No,DSL,Credit card,3,1,Yes,0
43,96.59,4126.27,Month-to-month,No,Fiber optic,Credit card,2,0,Yes,1
2,89.17,166.66,Month-to-month,No,DSL,Mailed check,4,0,Yes,1
60,116.56,6424.2,One year,Yes,DSL,Mailed check,2,0,No,0
23,59.36,1357.36,Month-to-month,Yes,No,Bank transfer,1,0,No,0
31,33.07,969.94,One year,No,DSL,Electronic check,0,0,No,0
5,87.17,410.45,Month-to-month,No,DSL,Bank transfer,0,0,No,1
34,92.93,2928.2,Month-to-month,Yes,DSL,Electronic check,1,0,Yes,1
10,77.51,766.7,Month-to-month,No,DSL,Credit card,1,0,Yes,0
2,40.68,80.1,Two year,No,Fiber optic,Credit card,1,0,Yes,1
11,70.45,728.68,One year,No,No,Electronic check,4,0,Yes,0
50,51.22,2312.74,Two year,Yes,No,Bank transfer,0,0,No,0
31,62.75,1837.61,Month-to-month,No,Fiber optic,Mailed check,2,1,Yes,0
56,84.52,4345.41,Two year,No,Fiber optic,Electronic check,2,1,Yes,0
9,94.52,777.75,Month-to-month,No,Fiber optic,Bank transfer,0,0,Yes,1
21,43.22,852.54,Month-to-month,No,DSL,Credit card,1,0,Yes,1
28,60.53,1542.15,Two year,Yes,DSL,Mailed check,1,1,Yes,0
62,46.92,2896.67,Month-to-month,No,No,Credit card,0,0,No,1
7,39.86,252.44,One year,Yes,DSL,Electronic check,1,0,Yes,0
16,98.34,1479.25,Month-to-month,Yes,DSL,Credit card,2,1,No,0
4,110.93,406.57,One year,No,Fiber optic,Credit card,1,0,Yes,0
4,57.02,220.98,Two year,No,Fiber optic,Electronic check,2,0,No,1
40,95.13,3454.67,Month-to-month,No,DSL,Mailed check,3,0,No,1
17,109.7,1780.38,One year,Yes,DSL,Electronic check,0,0,No,0
52,104.61,5316.29,Month-to-month,No,Fiber optic,Bank transfer,3,0,Yes,0
52,38.28,1980.62,One year,No,Fiber optic,Electronic check,0,0,Yes,1
36,115.63,4037.19,Month-to-month,No,DSL,Electronic check,2,0,No,1
38,57.67,1994.12,Month-to-month,No,Fiber optic,Mailed check,0,1,Yes,0
50,53.92,2450.27,Month-to-month,No,Fiber optic,Bank transfer,2,0,Yes,1
63,26.24,1608.75,Month-to-month,No,No,Credit card,2,0,Yes,0
63,68.62,3983.84,Two year,Yes,DSL,Credit card,4,0,No,0
62,30.9,1809.9,Month-to-month,Yes,DSL,Credit card,3,0,Yes,1
7,44.85,313.22,Month-to-month,Yes,Fiber optic,Credit card,2,0,No,1
27,51.69,1370.5,Month-to-month,No,Fiber optic,Mailed check,0,0,Yes,0
14,100.88,1390.65,Month-to-month,No,DSL,Bank transfer,2,0,Yes,1
71,107.55,7529.73,One year,No,Fiber optic,Mailed check,3,0,Yes,1
5,50.25,241.69,Two year,Yes,DSL,Electronic check,1,0,Yes,0
55,105.87,5673.75,Month-to-month,Yes,DSL,Bank transfer,1,0,Yes,0
2,105.72,197.89,Two year,Yes,Fiber optic,Bank transfer,2,0,Yes,0
62,96.47,5980.21,One year,Yes,DSL,Credit card,1,0,Yes,0
21,34.67,675.62,Month-to-month,No,No,Credit card,2,1,No,0
21,89.03,1792.98,One year,No,Fiber optic,Credit card,0,1,Yes,1
10,114.5,1062.8,Month-to-month,No,Fiber optic,Credit card,0,0,Yes,1
58,88.25,4664.01,One year,No,Fiber optic,Electronic check,1,1,Yes,1
39,53.16,1983.59,Two year,No,Fiber optic,Credit card,0,0,Yes,0
5,70.06,327.65,Month-to-month,No,DSL,Mailed check,1,1,Yes,1
65,84.57,5267.94,Two year,Yes,No,Bank transfer,0,0,Yes,0
13,71.06,883.01,One year,No,No,Electronic check,1,0,No,0
53,32.0,1618.37,Month-to-month,No,DSL,Electronic check,2,0,Yes,1
45,51.21,2102.42,One year,No,DSL,Bank transfer,3,0,No,1
32,100.24,3028.11,Month-to-month,Yes,DSL,Bank transfer,1,0,Yes,0
36,106.14,3749.21,Two year,Yes,Fiber optic,Bank transfer,3,0,No,0
60,33.73,1885.2,One year,Yes,Fiber optic,Electronic check,0,0,Yes,0
11,115.24,1197.14,Month-to-month,No,No,Mailed check,3,0,Yes,1
63,52.88,3162.81,Month-to-month,No,Fiber optic,Mailed check,2,0,No,1
21,86.23,1785.97,One year,No,Fiber optic,Bank transfer,0,0,Yes,0
52,95.18,4778.9,Month-to-month,No,Fiber optic,Electronic check,1,1,Yes,1
55,101.19,5064.67,Month-to-month,Yes,Fiber optic,Credit card,2,0,Yes,0
26,114.57,2938.66,Month-to-month,No,Fiber optic,Electronic check,3,0,No,1
68,51.29,3429.15,Month-to-month,No,Fiber optic,Bank transfer,2,1,No,1
34,105.85,3510.24,Month-to-month,No,Fiber optic,Electronic check,1,0,No,1
52,33.17,1632.74,Month-to-month,No,Fiber optic,Electronic check,1,0,No,1
52,90.5,4591.9,Month-to-month,Yes,Fiber optic,Electronic check,1,0,Yes,1
29,94.2,2589.4,One year,Yes,Fiber optic,Credit card,1,1,Yes,0
38,87.77,3247.42,Month-to-month,No,Fiber optic,Bank transfer,4,0,No,0
42,45.23,1876.89,Month-to-month,No,Fiber optic,Bank transfer,1,0,No,0
21,107.3,2228.64,Month-to-month,No,Fiber optic,Bank transfer,0,0,Yes,1
42,36.89,1464.87,One year,No,Fiber optic,Mailed check,6,1,No,0
13,25.36,325.04,Month-to-month,No,Fiber optic,Mailed check,1,0,Yes,1
64,91.75,5344.38,Month-to-month,No,DSL,Bank transfer,0,0,No,1
17,67.55,1045.21,Month-to-month,No,DSL,Electronic check,2,0,No,1
9,104.91,901.54,Two year,No,Fiber optic,Electronic check,1,0,No,1
41,58.34,2308.66,One year,Yes,Fiber optic,Bank transfer,5,0,Yes,0
1,36.83,33.71,One year,No,No,Credit card,2,1,Yes,1
2,103.64,196.34,One year,No,Fiber optic,Credit card,1,0,Yes,1
60,74.89,4086.46,One year,No,Fiber optic,Electronic check,3,1,Yes,0
48,38.92,1793.83,Month-to-month,No,DSL,Electronic check,0,0,No,1
29,92.04,2630.48,One year,No,DSL,Mailed check,1,0,No,0
10,71.11,692.44,Month-to-month,No,Fiber optic,Credit card,2,0,Yes,1
58,80.43,4374.92,One year,Yes,DSL,Electronic check,1,0,Yes,0
60,66.09,3962.94,One year,No,Fiber optic,Electronic check,4,0,Yes,0
21,102.87,2087.45,Month-to-month,No,Fiber optic,Bank transfer,2,1,Yes,1
28,102.96,2829.62,Month-to-month,No,Fiber optic,Mailed check,1,1,No,1
34,90.94,2989.83,Month-to-month,Yes,No,Credit card,2,0,No,0
8,30.54,244.06,One year,Yes,Fiber optic,Credit card,2,0,No,0
59,103.89,6020.01,One year,Yes,DSL,Mailed check,1,0,Yes,0
49,87.1,4062.79,Two year,No,No,Electronic check,1,1,Yes,0
17,89.7,1428.36,Month-to-month,Yes,No,Credit card,3,0,Yes,0
60,56.3,3270.63,One year,No,DSL,Credit card,2,1,Yes,0
45,107.93,4657.83,One year,Yes,DSL,Credit card,0,0,No,0
69,92.54,6148.59,Two year,Yes,DSL,Bank transfer,2,0,Yes,0
32,31.26,934.6,Month-to-month,Yes,DSL,Mailed check,3,0,Yes,0
44,60.78,2521.54,Month-to-month,Yes,No,Credit card,1,0,No,0
65,108.64,6749.55,One year,No,Fiber optic,Mailed check,2,0,No,1
8,24.72,194.58,One year,No,Fiber optic,Electronic check,1,1,Yes,1
43,116.14,4875.62,Two year,No,No,Mailed check,1,0,No,0
1,87.92,80.17,Month-to-month,Yes,Fiber optic,Bank transfer,1,0,Yes,0
51,83.14,3920.24,Month-to-month,Yes,DSL,Bank transfer,3,0,No,0
24,47.06,1019.51,Two year,No,No,Mailed check,1,0,Yes,0
24,44.88,970.27,Month-to-month,No,No,Bank transfer,4,0,Yes,0
17,114.21,1790.98,One year,Yes,No,Credit card,1,0,Yes,0
5,49.83,244.15,Month-to-month,No,Fiber optic,Bank transfer,4,0,Yes,0
20,97.55,1932.42,Month-to-month,No,Fiber optic,Electronic check,2,0,Yes,1
21,59.31,1169.75,One year,Yes,DSL,Mailed check,1,0,No,0
58,33.93,1881.98,One year,No,Fiber optic,Mailed check,1,0,Yes,0
31,21.07,633.97,Month-to-month,Yes,No,Electronic check,1,0,No,1
11,74.43,814.88,Month-to-month,No,DSL,Electronic check,2,0,Yes,1
52,117.58,6060.93,Two year,Yes,Fiber optic,Electronic check,2,0,Yes,0
15,56.91,773.17,Month-to-month,No,Fiber optic,Electronic check,2,0,No,1
7,55.72,360.72,Two year,Yes,DSL,Credit card,2,1,No,0
28,54.41,1378.62,Month-to-month,No,Fiber optic,Bank transfer,2,0,Yes,1
51,72.05,3533.65,One year,Yes,DSL,Bank transfer,1,0,Yes,0
58,64.07,3608.48,Two year,No,Fiber optic,Credit card,2,0,No,1
5,107.99,502.6,One year,No,DSL,Electronic check,0,0,Yes,0
5,70.55,347.59,Month-to-month,No,No,Mailed check,1,0,Yes,1
8,70.78,535.26,One year,No,DSL,Mailed check,2,1,Yes,0
64,33.84,2165.41,Month-to-month,No,DSL,Mailed check,2,0,Yes,1
10,118.27,1064.48,Month-to-month,Yes,DSL,Electronic check,3,0,Yes,1
38,45.0,1557.72,Two year,Yes,No,Credit card,0,0,No,0
8,27.34,203.45,One year,No,Fiber optic,Credit card,2,0,Yes,0
25,86.31,1947.48,One year,Yes,Fiber optic,Credit card,0,0,Yes,0
66,79.54,5135.38,Month-to-month,No,Fiber optic,Bank transfer,4,0,No,1
50,61.51,2784.18,Month-to-month,Yes,Fiber optic,Bank transfer,2,0,No,1
67,62.22,4064.1,Month-to-month,No,DSL,Bank transfer,1,0,Yes,1
49,98.51,4369.67,One year,No,Fiber optic,Bank transfer,2,0,No,0
36,39.57,1318.07,One year,No,DSL,Mailed check,0,0,No,0
68,102.03,6827.92,Month-to-month,No,No,Mailed check,0,0,Yes,0
41,84.87,3462.65,Two year,Yes,Fiber optic,Credit card,3,1,Yes,0
62,61.9,3613.11,Month-to-month,No,Fiber optic,Bank transfer,1,0,No,1
10,65.8,656.02,Month-to-month,Yes,DSL,Credit card,0,1,Yes,0
21,45.66,923.08,Month-to-month,No,Fiber optic,Electronic check,1,0,Yes,0
36,95.21,3227.33,Month-to-month,No,DSL,Bank transfer,0,0,No,0
12,71.29,838.61,Month-to-month,No,DSL,Bank transfer,0,0,Yes,0
2,52.09,96.84,Two year,Yes,DSL,Credit card,4,0,No,0
13,79.61,958.95,Month-to-month,Yes,Fiber optic,Credit card,1,0,Yes,1
53,119.57,6119.56,Two year,Yes,Fiber optic,Electronic check,5,0,Yes,0
32,63.53,1909.05,Month-to-month,Yes,DSL,Credit card,2,0,Yes,0
16,112.07,1638.18,Two year,Yes,DSL,Bank transfer,2,0,Yes,0
32,54.5,1581.28,One year,No,Fiber optic,Mailed check,1,0,No,0
32,25.47,797.75,Two year,Yes,Fiber optic,Electronic check,1,0,No,0
11,40.42,430.21,Month-to-month,No,DSL,Electronic check,3,0,Yes,1
10,61.87,582.31,One year,No,DSL,Bank transfer,0,0,No,0
15,41.96,622.87,Two year,No,No,Mailed check,1,0,Yes,0
17,20.02,320.29,Month-to-month,Yes,No,Credit card,2,0,Yes,0
40,111.5,4330.79,Month-to-month,Yes,No,Credit card,0,0,Yes,0
18,104.39,1861.94,Month-to-month,No,No,Mailed check,0,0,Yes,1
55,94.23,5100.1,Two year,Yes,DSL,Mailed check,0,0,No,0
25,36.78,874.55,Month-to-month,No,DSL,Bank transfer,1,0,Yes,0
59,32.04,1829.99,Month-to-month,Yes,DSL,Credit card,1,0,Yes,0
22,26.76,554.2,Month-to-month,No,DSL,Bank transfer,0,0,Yes,0
30,92.4,2674.2,Month-to-month,No,No,Credit card,1,0,No,1
44,112.88,4597.97,Two year,No,Fiber optic,Credit card,2,0,No,0
32,63.05,1903.55,Month-to-month,Yes,Fiber optic,Mailed check,2,0,No,0
51,31.91,1498.77,One year,Yes,DSL,Bank transfer,0,0,Yes,0
46,71.24,2961.85,Two year,No,No,Mailed check,1,0,Yes,0
21,54.88,1105.06,Month-to-month,No,No,Bank transfer,2,0,Yes,1
32,57.48,1814.42,One year,Yes,DSL,Credit card,3,1,Yes,0
39,82.13,2890.96,Month-to-month,Yes,No,Electronic check,1,0,No,0
12,91.87,1013.81,One year,Yes,DSL,Electronic check,5,0,Yes,0
47,31.06,1381.02,Month-to-month,No,DSL,Bank transfer,1,0,Yes,0
18,23.56,409.91,One year,Yes,Fiber optic,Bank transfer,1,0,Yes,0
21,119.43,2300.17,Month-to-month,No,Fiber optic,Mailed check,1,1,Yes,1
13,43.27,509.45,Month-to-month,No,DSL,Credit card,0,1,Yes,1
21,25.38,507.35,One year,No,DSL,Electronic check,2,0,Yes,0
8,38.99,306.27,Month-to-month,No,No,Mailed check,1,1,Yes,1
46,23.9,993.33,One year,No,Fiber optic,Bank transfer,1,0,No,0
7,59.18,387.31,Month-to-month,No,Fiber optic,Credit card,0,0,Yes,1
23,100.24,2227.94,One year,Yes,DSL,Mailed check,2,1,No,0
22,54.12,1087.14,Month-to-month,No,DSL,Mailed check,2,0,No,1
22,64.42,1308.96,One year,No,DSL,Bank transfer,0,1,No,1
29,87.56,2421.29,Month-to-month,No,DSL,Credit card,1,0,Yes,1
13,70.89,917.26,Month-to-month,No,DSL,Electronic check,3,0,Yes,0
2,106.14,197.15,Month-to-month,Yes,DSL,Mailed check,1,1,No,1
29,106.6,2932.97,One year,No,Fiber optic,Bank transfer,2,0,Yes,0
52,20.99,1025.98,Month-to-month,Yes,DSL,Mailed check,1,0,Yes,0
27,97.8,2613.51,Two year,No,No,Bank transfer,0,0,Yes,0
50,66.07,2996.9,Two year,Yes,DSL,Bank transfer,3,0,No,0
23,118.88,2615.61,Month-to-month,No,Fiber optic,Bank transfer,1,1,No,1
44,68.32,2959.82,One year,Yes,DSL,Credit card,2,0,Yes,0
22,118.69,2608.08,Month-to-month,No,Fiber optic,Electronic check,8,0,Yes,1
43,95.46,3981.11,Month-to-month,No,DSL,Credit card,0,0,No,1
37,44.86,1556.9,One year,Yes,No,Electronic check,3,1,Yes,1
61,73.84,4239.31,One year,No,Fiber optic,Bank transfer,3,0,Yes,1
56,119.21,6242.96,One year,No,Fiber optic,Electronic check,2,0,Yes,1
3,105.75,304.67,Month-to-month,No,DSL,Credit card,1,0,No,0
63,29.74,1824.79,Month-to-month,Yes,Fiber optic,Mailed check,0,0,Yes,0
19,90.64,1691.07,Month-to-month,No,Fiber optic,Credit card,1,0,Yes,1
23,54.56,1181.67,One year,No,DSL,Credit card,0,0,Yes,0
29,20.7,583.29,Month-to-month,No,Fiber optic,Credit card,3,0,No,0
30,60.35,1795.33,One year,No,No,Credit card,5,0,No,1
39,43.48,1682.29,Month-to-month,No,Fiber optic,Credit card,1,0,Yes,1
25,101.89,2471.86,Month-to-month,Yes,No,Electronic check,1,1,No,1
8,53.73,414.23,Month-to-month,Yes,No,Electronic check,0,0,Yes,1
58,102.75,5680.31,Month-to-month,Yes,No,Mailed check,0,0,Yes,0
16,20.06,294.74,Month-to-month,Yes,Fiber optic,Credit card,1,0,No,1
1,50.78,46.33,Two year,No,Fiber optic,Credit card,2,1,Yes,1
5,44.12,209.25,Two year,No,Fiber optic,Mailed check,1,0,Yes,0
3,43.36,119.15,Month-to-month,Yes,Fiber optic,Mailed check,2,0,Yes,0
65,26.82,1669.56,Month-to-month,No,No,Bank transfer,2,0,No,0
4,38.71,149.35,Month-to-month,No,DSL,Mailed check,2,1,No,1
64,75.55,4605.83,Two year,No,Fiber optic,Mailed check,1,0,No,0
10,49.14,444.05,Month-to-month,No,DSL,Mailed check,1,0,Yes,0
21,61.74,1174.37,Two year,No,DSL,Bank transfer,2,0,No,0
46,57.69,2418.44,Month-to-month,Yes,DSL,Electronic check,1,0,Yes,0
27,107.59,2659.07,Month-to-month,Yes,Fiber optic,Bank transfer,1,0,No,0
66,110.53,7287.6,Two year,Yes,DSL,Electronic check,3,0,No,0
41,69.3,2655.05,Month-to-month,No,Fiber optic,Mailed check,1,0,Yes,1
13,53.02,640.46,One year,Yes,Fiber optic,Bank transfer,3,0,Yes,1
9,30.68,249.95,Month-to-month,No,DSL,Bank transfer,1,0,Yes,0
36,115.34,4000.82,Month-to-month,Yes,DSL,Electronic check,2,1,No,1
58,26.02,1456.67,Month-to-month,No,Fiber optic,Bank transfer,3,0,Yes,1
54,49.77,2465.98,One year,Yes,Fiber optic,Bank transfer,0,0,Yes,0
12,49.81,592.89,One year,Yes,No,Credit card,1,0,Yes,1
14,52.04,714.02,Month-to-month,Yes,No,Electronic check,2,0,Yes,0
34,36.43,1143.29,Two year,No,No,Bank transfer,2,0,No,0
53,98.32,4943.04,Month-to-month,Yes,Fiber optic,Bank transfer,1,0,Yes,1
20,32.25,610.07,Month-to-month,No,No,Mailed check,3,0,Yes,1
16,83.49,1248.81,Month-to-month,Yes,No,Credit card,1,0,No,0
70,32.38,2225.27,Month-to-month,Yes,No,Credit card,4,0,No,0
56,27.05,1379.87,Month-to-month,No,DSL,Mailed check,2,0,Yes,0
58,110.94,6058.3,Two year,Yes,No,Mailed check,4,0,Yes,0
4,39.01,147.11,Month-to-month,No,Fiber optic,Mailed check,1,0,No,1
4,102.13,386.82,Month-to-month,No,Fiber optic,Mailed check,1,0,Yes,1
20,74.46,1468.55,Month-to-month,Yes,DSL,Credit card,2,0,No,0
10,27.79,256.17,One year,Yes,Fiber optic,Bank transfer,1,0,Yes,0
24,115.54,2524.2,Two year,Yes,DSL,Bank transfer,2,0,Yes,0
26,44.7,1117.78,Month-to-month,No,DSL,Mailed check,3,0,Yes,0
37,105.96,3596.62,Month-to-month,No,DSL,Electronic check,4,0,Yes,1
54,36.88,1807.29,Month-to-month,No,No,Mailed check,1,0,No,1
21,105.39,2086.3,Month-to-month,No,DSL,Bank transfer,1,0,No,0
38,21.32,746.94,Month-to-month,Yes,DSL,Electronic check,0,0,No,0
46,71.18,3065.12,Month-to-month,No,DSL,Mailed check,0,0,No,0
4,96.94,359.05,Month-to-month,No,Fiber optic,Electronic check,1,0,No,1
60,113.48,6190.99,Month-to-month,No,DSL,Mailed check,1,0,No,0
57,110.92,6044.47,Month-to-month,No,DSL,Credit card,2,0,No,0
45,101.96,4141.78,Two year,No,Fiber optic,Bank transfer,0,0,Yes,0
20,108.82,2169.08,Two year,Yes,Fiber optic,Mailed check,1,0,Yes,0
17,39.92,633.94,One year,No,DSL,Electronic check,2,0,No,0
71,48.42,3333.02,Month-to-month,No,DSL,Bank transfer,1,0,No,0
4,48.9,191.89,Month-to-month,Yes,DSL,Mailed check,2,0,No,0
14,57.71,749.7,Month-to-month,No,No,Mailed check,2,0,No,1
3,59.33,173.52,One year,Yes,Fiber optic,Mailed check,1,1,Yes,1
58,74.46,4246.31,Month-to-month,No,Fiber optic,Mailed check,4,0,No,1
55,35.99,1829.27,Two year,No,DSL,Credit card,1,0,No,0
4,89.12,356.21,Two year,Yes,Fiber optic,Bank transfer,3,0,Yes,0
24,36.76,795.84,Month-to-month,No,DSL,Credit card,3,0,No,0
34,51.03,1599.17,One year,No,DSL,Bank transfer,0,0,Yes,0
30,70.33,2063.49,Month-to-month,No,Fiber optic,Mailed check,5,0,No,1
19,99.64,1740.6,Month-to-month,Yes,Fiber optic,Bank transfer,3,1,No,1
31,93.95,2824.57,Month-to-month,Yes,DSL,Electronic check,1,0,Yes,0
60,84.55,4999.71,Month-to-month,Yes,Fiber optic,Bank transfer,1,0,Yes,1
60,35.58,2126.09,Two year,Yes,No,Electronic check,2,0,Yes,1
19,74.7,1344.68,Month-to-month,No,Fiber optic,Electronic check,3,0,Yes,1
49,28.74,1404.19,Month-to-month,No,Fiber optic,Credit card,1,0,Yes,1
63,57.74,3423.59,One year,No,No,Bank transfer,1,0,Yes,0
22,61.35,1244.17,One year,No,No,Mailed check,0,0,No,0
24,23.98,547.55,Month-to-month,No,Fiber optic,Bank transfer,0,1,Yes,1
30,47.4,1372.2,Two year,No,Fiber optic,Credit card,1,0,Yes,0
58,115.56,6339.18,One year,No,DSL,Electronic check,0,0,No,0
31,115.36,3421.3,Month-to-month,No,Fiber optic,Electronic check,0,0,No,1
64,55.23,3328.44,Month-to-month,No,DSL,Credit card,1,0,No,1
19,24.31,439.94,Month-to-month,Yes,DSL,Credit card,0,0,Yes,1
48,37.91,1811.05,Two year,Yes,Fiber optic,Bank transfer,2,0,Yes,0
45,59.22,2531.61,One year,No,DSL,Electronic check,3,0,Yes,0
55,114.78,5841.44,Two year,No,Fiber optic,Credit card,2,1,Yes,1
55,34.12,1831.33,Month-to-month,No,Fiber optic,Bank transfer,1,0,No,1
18,96.35,1619.42,Month-to-month,No,Fiber optic,Bank transfer,3,0,Yes,0
63,30.87,1909.07,Month-to-month,Yes,DSL,Mailed check,1,0,No,0
47,118.13,5028.46,Month-to-month,No,DSL,Electronic check,4,0,Yes,1
57,58.16,3093.73,One year,Yes,Fiber optic,Bank transfer,1,0,Yes,0
45,97.52,3990.97,One year,No,No,Credit card,1,0,Yes,0
